TREATMENT_MONTH,GEOGRAPHY_CODE,GEOGRAPHY_NAME,AGE,TREATMENT_CHARGE_BAND,VALUE,STATUS
202307,QF7,South Yorkshire ICB,Adult,Urgent Treatment,8781,Final
202307,QF7,South Yorkshire ICB,All,Band 1,52121,Final
202307,QF7,South Yorkshire ICB,All,Band 2,157,Final
202307,QF7,South Yorkshire ICB,All,Band 2a,18412,Final
202307,QF7,South Yorkshire ICB,All,Band 2b,5303,Final
202307,QF7,South Yorkshire ICB,All,Band 2c,207,Final
202307,QF7,South Yorkshire ICB,All,Band 3,2974,Final
202307,QF7,South Yorkshire ICB,All,Other,389,Final
202307,QF7,South Yorkshire ICB,All,Urgent Treatment,10149,Final
202307,QF7,South Yorkshire ICB,Child,Band 1,17793,Final
202307,QF7,South Yorkshire ICB,Child,Band 2,33,Final
202307,QF7,South Yorkshire ICB,Child,Band 2a,3497,Final
202307,QF7,South Yorkshire ICB,Child,Band 2b,1338,Final
202307,QF7,South Yorkshire ICB,Child,Band 2c,21,Final
202307,QF7,South Yorkshire ICB,Child,Band 3,107,Final
202307,QF7,South Yorkshire ICB,Child,Other,5,Final
202307,QF7,South Yorkshire ICB,Child,Urgent Treatment,1368,Final
202307,QGH,Herefordshire and Worcestershire ICB,Adult,Band 1,11844,Final
202307,QGH,Herefordshire and Worcestershire ICB,Adult,Band 2,38,Final
202307,QGH,Herefordshire and Worcestershire ICB,Adult,Band 2a,4224,Final
202307,QGH,Herefordshire and Worcestershire ICB,Adult,Band 2b,1256,Final
202307,QGH,Herefordshire and Worcestershire ICB,Adult,Band 2c,68,Final
202307,QGH,Herefordshire and Worcestershire ICB,Adult,Band 3,1182,Final
202307,QGH,Herefordshire and Worcestershire ICB,Adult,Other,136,Final
202307,QGH,Herefordshire and Worcestershire ICB,Adult,Urgent Treatment,2966,Final
202307,QGH,Herefordshire and Worcestershire ICB,All,Band 1,19371,Final
202307,QGH,Herefordshire and Worcestershire ICB,All,Band 2,68,Final
202307,QGH,Herefordshire and Worcestershire ICB,All,Band 2a,5545,Final
202307,QGH,Herefordshire and Worcestershire ICB,All,Band 2b,1704,Final
202307,QGH,Herefordshire and Worcestershire ICB,All,Band 2c,71,Final
202307,QGH,Herefordshire and Worcestershire ICB,All,Band 3,1236,Final
202307,QGH,Herefordshire and Worcestershire ICB,All,Other,137,Final
202307,QGH,Herefordshire and Worcestershire ICB,All,Urgent Treatment,3412,Final
202307,QGH,Herefordshire and Worcestershire ICB,Child,Band 1,7527,Final
202307,QGH,Herefordshire and Worcestershire ICB,Child,Band 2,30,Final
202307,QGH,Herefordshire and Worcestershire ICB,Child,Band 2a,1321,Final
202307,QGH,Herefordshire and Worcestershire ICB,Child,Band 2b,448,Final
202307,QGH,Herefordshire and Worcestershire ICB,Child,Band 2c,3,Final
202307,QGH,Herefordshire and Worcestershire ICB,Child,Band 3,54,Final
202307,QGH,Herefordshire and Worcestershire ICB,Child,Other,1,Final
202307,QGH,Herefordshire and Worcestershire ICB,Child,Urgent Treatment,446,Final
202307,QH8,Mid and South Essex ICB,Adult,Band 1,24482,Final
202307,QH8,Mid and South Essex ICB,Adult,Band 2,14,Final
202307,QH8,Mid and South Essex ICB,Adult,Band 2a,8326,Final
202307,QH8,Mid and South Essex ICB,Adult,Band 2b,2528,Final
202307,QH8,Mid and South Essex ICB,Adult,Band 2c,240,Final
202307,QH8,Mid and South Essex ICB,Adult,Band 3,2869,Final
202307,QH8,Mid and South Essex ICB,Adult,Other,131,Final
202307,QH8,Mid and South Essex ICB,Adult,Urgent Treatment,5414,Final
202307,QH8,Mid and South Essex ICB,All,Band 1,37558,Final
202307,QH8,Mid and South Essex ICB,All,Band 2,16,Final
202307,QH8,Mid and South Essex ICB,All,Band 2a,11247,Final
202307,QH8,Mid and South Essex ICB,All,Band 2b,3869,Final
202307,QH8,Mid and South Essex ICB,All,Band 2c,272,Final
202307,QH8,Mid and South Essex ICB,All,Band 3,3038,Final
202307,QH8,Mid and South Essex ICB,All,Other,133,Final
202307,QH8,Mid and South Essex ICB,All,Urgent Treatment,6306,Final
202307,QH8,Mid and South Essex ICB,Child,Band 1,13076,Final
202307,QH8,Mid and South Essex ICB,Child,Band 2,2,Final
202307,QH8,Mid and South Essex ICB,Child,Band 2a,2921,Final
202307,QH8,Mid and South Essex ICB,Child,Band 2b,1341,Final
202307,QH8,Mid and South Essex ICB,Child,Band 2c,32,Final
202307,QH8,Mid and South Essex ICB,Child,Band 3,169,Final
202307,QH8,Mid and South Essex ICB,Child,Other,2,Final
202307,QH8,Mid and South Essex ICB,Child,Urgent Treatment,892,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",Adult,Band 1,14039,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",Adult,Band 2,26,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",Adult,Band 2a,4908,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",Adult,Band 2b,1571,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",Adult,Band 2c,141,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",Adult,Band 3,1617,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",Adult,Other,72,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",Adult,Urgent Treatment,3592,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",All,Band 1,27537,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",All,Band 2,36,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",All,Band 2a,7796,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",All,Band 2b,2655,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",All,Band 2c,163,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",All,Band 3,1695,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",All,Other,75,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",All,Urgent Treatment,4409,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",Child,Band 1,13498,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",Child,Band 2,10,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",Child,Band 2a,2888,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",Child,Band 2b,1084,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",Child,Band 2c,22,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",Child,Band 3,78,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",Child,Other,3,Final
202307,QHG,"Bedfordshire, Luton and Milton Keynes ICB",Child,Urgent Treatment,817,Final
202307,QHL,Birmingham and Solihull ICB,Adult,Band 1,20924,Final
202307,QHL,Birmingham and Solihull ICB,Adult,Band 2,35,Final
202307,QHL,Birmingham and Solihull ICB,Adult,Band 2a,9721,Final
202307,QHL,Birmingham and Solihull ICB,Adult,Band 2b,3392,Final
202307,QHL,Birmingham and Solihull ICB,Adult,Band 2c,184,Final
202307,QHL,Birmingham and Solihull ICB,Adult,Band 3,3841,Final
202307,QHL,Birmingham and Solihull ICB,Adult,Other,241,Final
202307,QHL,Birmingham and Solihull ICB,Adult,Urgent Treatment,5725,Final
202307,QHL,Birmingham and Solihull ICB,All,Band 1,35737,Final
202307,QHL,Birmingham and Solihull ICB,All,Band 2,48,Final
202307,QHL,Birmingham and Solihull ICB,All,Band 2a,14064,Final
202307,QHL,Birmingham and Solihull ICB,All,Band 2b,5124,Final
202307,QHL,Birmingham and Solihull ICB,All,Band 2c,203,Final
202307,QHL,Birmingham and Solihull ICB,All,Band 3,3953,Final
202307,QHL,Birmingham and Solihull ICB,All,Other,245,Final
202307,QHL,Birmingham and Solihull ICB,All,Urgent Treatment,6836,Final
202307,QHL,Birmingham and Solihull ICB,Child,Band 1,14813,Final
202307,QHL,Birmingham and Solihull ICB,Child,Band 2,13,Final
202307,QHL,Birmingham and Solihull ICB,Child,Band 2a,4343,Final
202307,QHL,Birmingham and Solihull ICB,Child,Band 2b,1732,Final
202307,QHL,Birmingham and Solihull ICB,Child,Band 2c,19,Final
202307,QHL,Birmingham and Solihull ICB,Child,Band 3,112,Final
202307,QHL,Birmingham and Solihull ICB,Child,Other,4,Final
202307,QHL,Birmingham and Solihull ICB,Child,Urgent Treatment,1111,Final
202307,QHM,North East and North Cumbria ICB,Adult,Band 1,54835,Final
202307,QHM,North East and North Cumbria ICB,Adult,Band 2,190,Final
202307,QHM,North East and North Cumbria ICB,Adult,Band 2a,26643,Final
202307,QHM,North East and North Cumbria ICB,Adult,Band 2b,7312,Final
202307,QHM,North East and North Cumbria ICB,Adult,Band 2c,506,Final
202307,QHM,North East and North Cumbria ICB,Adult,Band 3,6612,Final
202307,QHM,North East and North Cumbria ICB,Adult,Other,1041,Final
202307,QHM,North East and North Cumbria ICB,Adult,Urgent Treatment,15646,Final
202307,QHM,North East and North Cumbria ICB,All,Band 1,87639,Final
202307,QHM,North East and North Cumbria ICB,All,Band 2,264,Final
202307,QHM,North East and North Cumbria ICB,All,Band 2a,33400,Final
202307,QHM,North East and North Cumbria ICB,All,Band 2b,9754,Final
202307,QHM,North East and North Cumbria ICB,All,Band 2c,547,Final
202307,QHM,North East and North Cumbria ICB,All,Band 3,6819,Final
202307,QHM,North East and North Cumbria ICB,All,Other,1075,Final
202307,QHM,North East and North Cumbria ICB,All,Urgent Treatment,18040,Final
202307,QHM,North East and North Cumbria ICB,Child,Band 1,32804,Final
202307,QHM,North East and North Cumbria ICB,Child,Band 2,74,Final
202307,QHM,North East and North Cumbria ICB,Child,Band 2a,6757,Final
202307,QHM,North East and North Cumbria ICB,Child,Band 2b,2442,Final
202307,QHM,North East and North Cumbria ICB,Child,Band 2c,41,Final
202307,QHM,North East and North Cumbria ICB,Child,Band 3,207,Final
202307,QHM,North East and North Cumbria ICB,Child,Other,34,Final
202307,QHM,North East and North Cumbria ICB,Child,Urgent Treatment,2394,Final
202307,QJ2,Derby and Derbyshire ICB,Adult,Band 1,22035,Final
202307,QJ2,Derby and Derbyshire ICB,Adult,Band 2,54,Final
202307,QJ2,Derby and Derbyshire ICB,Adult,Band 2a,9847,Final
202307,QJ2,Derby and Derbyshire ICB,Adult,Band 2b,2182,Final
202307,QJ2,Derby and Derbyshire ICB,Adult,Band 2c,145,Final
202307,QJ2,Derby and Derbyshire ICB,Adult,Band 3,1763,Final
202307,QJ2,Derby and Derbyshire ICB,Adult,Other,221,Final
202307,QJ2,Derby and Derbyshire ICB,Adult,Urgent Treatment,4333,Final
202307,QJ2,Derby and Derbyshire ICB,All,Band 1,35193,Final
202307,QJ2,Derby and Derbyshire ICB,All,Band 2,71,Final
202307,QJ2,Derby and Derbyshire ICB,All,Band 2a,12317,Final
202307,QJ2,Derby and Derbyshire ICB,All,Band 2b,2873,Final
202307,QJ2,Derby and Derbyshire ICB,All,Band 2c,157,Final
202307,QJ2,Derby and Derbyshire ICB,All,Band 3,1828,Final
202307,QJ2,Derby and Derbyshire ICB,All,Other,230,Final
202307,QJ2,Derby and Derbyshire ICB,All,Urgent Treatment,4986,Final
202307,QJ2,Derby and Derbyshire ICB,Child,Band 1,13158,Final
202307,QJ2,Derby and Derbyshire ICB,Child,Band 2,17,Final
202307,QJ2,Derby and Derbyshire ICB,Child,Band 2a,2470,Final
202307,QJ2,Derby and Derbyshire ICB,Child,Band 2b,691,Final
202307,QJ2,Derby and Derbyshire ICB,Child,Band 2c,12,Final
202307,QJ2,Derby and Derbyshire ICB,Child,Band 3,65,Final
202307,QJ2,Derby and Derbyshire ICB,Child,Other,9,Final
202307,QJ2,Derby and Derbyshire ICB,Child,Urgent Treatment,653,Final
202307,QJG,Suffolk and North East Essex ICB,Adult,Band 1,18110,Final
202307,QJG,Suffolk and North East Essex ICB,Adult,Band 2,43,Final
202307,QJG,Suffolk and North East Essex ICB,Adult,Band 2a,5591,Final
202307,QJG,Suffolk and North East Essex ICB,Adult,Band 2b,1837,Final
202307,QJG,Suffolk and North East Essex ICB,Adult,Band 2c,99,Final
202307,QJG,Suffolk and North East Essex ICB,Adult,Band 3,1509,Final
202307,QJG,Suffolk and North East Essex ICB,Adult,Other,103,Final
202307,QJG,Suffolk and North East Essex ICB,Adult,Urgent Treatment,3096,Final
202307,QJG,Suffolk and North East Essex ICB,All,Band 1,28619,Final
202307,QJG,Suffolk and North East Essex ICB,All,Band 2,57,Final
202307,QJG,Suffolk and North East Essex ICB,All,Band 2a,7603,Final
202307,QJG,Suffolk and North East Essex ICB,All,Band 2b,2713,Final
202307,QJG,Suffolk and North East Essex ICB,All,Band 2c,120,Final
202307,QJG,Suffolk and North East Essex ICB,All,Band 3,1584,Final
202307,QJG,Suffolk and North East Essex ICB,All,Other,106,Final
202307,QJG,Suffolk and North East Essex ICB,All,Urgent Treatment,3590,Final
202307,QJG,Suffolk and North East Essex ICB,Child,Band 1,10509,Final
202307,QJG,Suffolk and North East Essex ICB,Child,Band 2,14,Final
202307,QJG,Suffolk and North East Essex ICB,Child,Band 2a,2012,Final
202307,QJG,Suffolk and North East Essex ICB,Child,Band 2b,876,Final
202307,QJG,Suffolk and North East Essex ICB,Child,Band 2c,21,Final
202307,QJG,Suffolk and North East Essex ICB,Child,Band 3,75,Final
202307,QJG,Suffolk and North East Essex ICB,Child,Other,3,Final
202307,QJG,Suffolk and North East Essex ICB,Child,Urgent Treatment,494,Final
202307,QJK,Devon ICB,Adult,Band 1,16489,Final
202307,QJK,Devon ICB,Adult,Band 2,77,Final
202307,QJK,Devon ICB,Adult,Band 2a,7182,Final
202307,QJK,Devon ICB,Adult,Band 2b,1833,Final
202307,QJK,Devon ICB,Adult,Band 2c,159,Final
202307,QJK,Devon ICB,Adult,Band 3,1652,Final
202307,QJK,Devon ICB,Adult,Other,251,Final
202307,QJK,Devon ICB,Adult,Urgent Treatment,4370,Final
202307,QJK,Devon ICB,All,Band 1,27156,Final
202307,QJK,Devon ICB,All,Band 2,101,Final
202307,QJK,Devon ICB,All,Band 2a,9201,Final
202307,QJK,Devon ICB,All,Band 2b,2469,Final
202307,QJK,Devon ICB,All,Band 2c,175,Final
202307,QJK,Devon ICB,All,Band 3,1704,Final
202307,QJK,Devon ICB,All,Other,253,Final
202307,QJK,Devon ICB,All,Urgent Treatment,5067,Final
202307,QJK,Devon ICB,Child,Band 1,10667,Final
202307,QJK,Devon ICB,Child,Band 2,24,Final
202307,QJK,Devon ICB,Child,Band 2a,2019,Final
202307,QJK,Devon ICB,Child,Band 2b,636,Final
202307,QJK,Devon ICB,Child,Band 2c,16,Final
202307,QJK,Devon ICB,Child,Band 3,52,Final
202307,QJK,Devon ICB,Child,Other,2,Final
202307,QJK,Devon ICB,Child,Urgent Treatment,697,Final
202307,QJM,Lincolnshire ICB,Adult,Band 1,14044,Final
202307,QJM,Lincolnshire ICB,Adult,Band 2,33,Final
202307,QJM,Lincolnshire ICB,Adult,Band 2a,5519,Final
202307,QJM,Lincolnshire ICB,Adult,Band 2b,1261,Final
202307,QJM,Lincolnshire ICB,Adult,Band 2c,78,Final
202307,QJM,Lincolnshire ICB,Adult,Band 3,1155,Final
202307,QJM,Lincolnshire ICB,Adult,Other,89,Final
202307,QJM,Lincolnshire ICB,Adult,Urgent Treatment,2416,Final
202307,QJM,Lincolnshire ICB,All,Band 1,21682,Final
202307,QJM,Lincolnshire ICB,All,Band 2,49,Final
202307,QJM,Lincolnshire ICB,All,Band 2a,6936,Final
202307,QJM,Lincolnshire ICB,All,Band 2b,1754,Final
202307,QJM,Lincolnshire ICB,All,Band 2c,96,Final
202307,QJM,Lincolnshire ICB,All,Band 3,1209,Final
202307,QJM,Lincolnshire ICB,All,Other,91,Final
202307,QJM,Lincolnshire ICB,All,Urgent Treatment,2857,Final
202307,QJM,Lincolnshire ICB,Child,Band 1,7638,Final
202307,QJM,Lincolnshire ICB,Child,Band 2,16,Final
202307,QJM,Lincolnshire ICB,Child,Band 2a,1417,Final
202307,QJM,Lincolnshire ICB,Child,Band 2b,493,Final
202307,QJM,Lincolnshire ICB,Child,Band 2c,18,Final
202307,QJM,Lincolnshire ICB,Child,Band 3,54,Final
202307,QJM,Lincolnshire ICB,Child,Other,2,Final
202307,QJM,Lincolnshire ICB,Child,Urgent Treatment,441,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",Adult,Band 1,21132,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",Adult,Band 2,19,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",Adult,Band 2a,7707,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",Adult,Band 2b,2106,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",Adult,Band 2c,98,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",Adult,Band 3,1919,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",Adult,Other,130,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",Adult,Urgent Treatment,4661,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",All,Band 1,36299,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",All,Band 2,24,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",All,Band 2a,11021,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",All,Band 2b,3438,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",All,Band 2c,114,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",All,Band 3,2021,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",All,Other,133,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",All,Urgent Treatment,5571,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",Child,Band 1,15167,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",Child,Band 2,5,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",Child,Band 2a,3314,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",Child,Band 2b,1332,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",Child,Band 2c,16,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",Child,Band 3,102,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",Child,Other,3,Final
202307,QK1,"Leicester, Leicestershire and Rutland ICB",Child,Urgent Treatment,910,Final
202307,QKK,South East London ICB,Adult,Band 1,23377,Final
202307,QKK,South East London ICB,Adult,Band 2,42,Final
202307,QKK,South East London ICB,Adult,Band 2a,11801,Final
202307,QKK,South East London ICB,Adult,Band 2b,3956,Final
202307,QKK,South East London ICB,Adult,Band 2c,429,Final
202307,QKK,South East London ICB,Adult,Band 3,5811,Final
202307,QKK,South East London ICB,Adult,Other,159,Final
202307,QKK,South East London ICB,Adult,Urgent Treatment,9909,Final
202307,QKK,South East London ICB,All,Band 1,40386,Final
202307,QKK,South East London ICB,All,Band 2,44,Final
202307,QKK,South East London ICB,All,Band 2a,17071,Final
202307,QKK,South East London ICB,All,Band 2b,6077,Final
202307,QKK,South East London ICB,All,Band 2c,464,Final
202307,QKK,South East London ICB,All,Band 3,6101,Final
202307,QKK,South East London ICB,All,Other,165,Final
202307,QKK,South East London ICB,All,Urgent Treatment,11452,Final
202307,QKK,South East London ICB,Child,Band 1,17009,Final
202307,QKK,South East London ICB,Child,Band 2,2,Final
202307,QKK,South East London ICB,Child,Band 2a,5270,Final
202307,QKK,South East London ICB,Child,Band 2b,2121,Final
202307,QKK,South East London ICB,Child,Band 2c,35,Final
202307,QKK,South East London ICB,Child,Band 3,290,Final
202307,QKK,South East London ICB,Child,Other,6,Final
202307,QKK,South East London ICB,Child,Urgent Treatment,1543,Final
202307,QKS,Kent And Medway ICB,Adult,Band 1,27058,Final
202307,QKS,Kent And Medway ICB,Adult,Band 2,94,Final
202307,QKS,Kent And Medway ICB,Adult,Band 2a,11360,Final
202307,QKS,Kent And Medway ICB,Adult,Band 2b,3396,Final
202307,QKS,Kent And Medway ICB,Adult,Band 2c,165,Final
202307,QKS,Kent And Medway ICB,Adult,Band 3,3203,Final
202307,QKS,Kent And Medway ICB,Adult,Other,123,Final
202307,QKS,Kent And Medway ICB,Adult,Urgent Treatment,7056,Final
202307,QKS,Kent And Medway ICB,All,Band 1,46486,Final
202307,QKS,Kent And Medway ICB,All,Band 2,142,Final
202307,QKS,Kent And Medway ICB,All,Band 2a,16347,Final
202307,QKS,Kent And Medway ICB,All,Band 2b,5168,Final
202307,QKS,Kent And Medway ICB,All,Band 2c,188,Final
202307,QKS,Kent And Medway ICB,All,Band 3,3383,Final
202307,QKS,Kent And Medway ICB,All,Other,128,Final
202307,QKS,Kent And Medway ICB,All,Urgent Treatment,8545,Final
202307,QKS,Kent And Medway ICB,Child,Band 1,19428,Final
202307,QKS,Kent And Medway ICB,Child,Band 2,48,Final
202307,QKS,Kent And Medway ICB,Child,Band 2a,4987,Final
202307,QKS,Kent And Medway ICB,Child,Band 2b,1772,Final
202307,QKS,Kent And Medway ICB,Child,Band 2c,23,Final
202307,QKS,Kent And Medway ICB,Child,Band 3,180,Final
202307,QKS,Kent And Medway ICB,Child,Other,5,Final
202307,QKS,Kent And Medway ICB,Child,Urgent Treatment,1489,Final
202307,QM7,Hertfordshire and West Essex ICB,Adult,Band 1,29945,Final
202307,QM7,Hertfordshire and West Essex ICB,Adult,Band 2,54,Final
202307,QM7,Hertfordshire and West Essex ICB,Adult,Band 2a,10060,Final
202307,QM7,Hertfordshire and West Essex ICB,Adult,Band 2b,3069,Final
202307,QM7,Hertfordshire and West Essex ICB,Adult,Band 2c,203,Final
202307,QM7,Hertfordshire and West Essex ICB,Adult,Band 3,2936,Final
202307,QM7,Hertfordshire and West Essex ICB,Adult,Other,114,Final
202307,QM7,Hertfordshire and West Essex ICB,Adult,Urgent Treatment,6540,Final
202307,QM7,Hertfordshire and West Essex ICB,All,Band 1,50401,Final
202307,QM7,Hertfordshire and West Essex ICB,All,Band 2,59,Final
202307,QM7,Hertfordshire and West Essex ICB,All,Band 2a,14799,Final
202307,QM7,Hertfordshire and West Essex ICB,All,Band 2b,4694,Final
202307,QM7,Hertfordshire and West Essex ICB,All,Band 2c,223,Final
202307,QM7,Hertfordshire and West Essex ICB,All,Band 3,3134,Final
202307,QM7,Hertfordshire and West Essex ICB,All,Other,114,Final
202307,QM7,Hertfordshire and West Essex ICB,All,Urgent Treatment,7773,Final
202307,QM7,Hertfordshire and West Essex ICB,Child,Band 1,20456,Final
202307,QM7,Hertfordshire and West Essex ICB,Child,Band 2,5,Final
202307,QM7,Hertfordshire and West Essex ICB,Child,Band 2a,4739,Final
202307,QM7,Hertfordshire and West Essex ICB,Child,Band 2b,1625,Final
202307,QM7,Hertfordshire and West Essex ICB,Child,Band 2c,20,Final
202307,QM7,Hertfordshire and West Essex ICB,Child,Band 3,198,Final
202307,QM7,Hertfordshire and West Essex ICB,Child,Urgent Treatment,1233,Final
202307,QMF,North East London ICB,Adult,Band 1,19588,Final
202307,QMF,North East London ICB,Adult,Band 2,70,Final
202307,QMF,North East London ICB,Adult,Band 2a,12832,Final
202307,QMF,North East London ICB,Adult,Band 2b,4185,Final
202307,QMF,North East London ICB,Adult,Band 2c,452,Final
202307,QMF,North East London ICB,Adult,Band 3,4915,Final
202307,QMF,North East London ICB,Adult,Other,149,Final
202307,QMF,North East London ICB,Adult,Urgent Treatment,11031,Final
202307,QMF,North East London ICB,All,Band 1,37594,Final
202307,QMF,North East London ICB,All,Band 2,136,Final
202307,QMF,North East London ICB,All,Band 2a,19334,Final
202307,QMF,North East London ICB,All,Band 2b,7271,Final
202307,QMF,North East London ICB,All,Band 2c,500,Final
202307,QMF,North East London ICB,All,Band 3,5145,Final
202307,QMF,North East London ICB,All,Other,154,Final
202307,QMF,North East London ICB,All,Urgent Treatment,13178,Final
202307,QMF,North East London ICB,Child,Band 1,18006,Final
202307,QMF,North East London ICB,Child,Band 2,66,Final
202307,QMF,North East London ICB,Child,Band 2a,6502,Final
202307,QMF,North East London ICB,Child,Band 2b,3086,Final
202307,QMF,North East London ICB,Child,Band 2c,48,Final
202307,QMF,North East London ICB,Child,Band 3,230,Final
202307,QMF,North East London ICB,Child,Other,5,Final
202307,QMF,North East London ICB,Child,Urgent Treatment,2147,Final
202307,QMJ,North Central London ICB,Adult,Band 1,15380,Final
202307,QMJ,North Central London ICB,Adult,Band 2,24,Final
202307,QMJ,North Central London ICB,Adult,Band 2a,8261,Final
202307,QMJ,North Central London ICB,Adult,Band 2b,3118,Final
202307,QMJ,North Central London ICB,Adult,Band 2c,382,Final
202307,QMJ,North Central London ICB,Adult,Band 3,3943,Final
202307,QMJ,North Central London ICB,Adult,Other,1198,Final
202307,QMJ,North Central London ICB,Adult,Urgent Treatment,6098,Final
202307,QMJ,North Central London ICB,All,Band 1,28076,Final
202307,QMJ,North Central London ICB,All,Band 2,50,Final
202307,QMJ,North Central London ICB,All,Band 2a,12380,Final
202307,QMJ,North Central London ICB,All,Band 2b,5093,Final
202307,QMJ,North Central London ICB,All,Band 2c,424,Final
202307,QMJ,North Central London ICB,All,Band 3,4128,Final
202307,QMJ,North Central London ICB,All,Other,1249,Final
202307,QMJ,North Central London ICB,All,Urgent Treatment,7236,Final
202307,QMJ,North Central London ICB,Child,Band 1,12696,Final
202307,QMJ,North Central London ICB,Child,Band 2,26,Final
